;No;Tweet;Relevant/irrelevant;Sentiment;Intensity;Attitude;Link
1572;1580;"ISI is represented during UNHCR's High Level Segment on #Statelessness, on 7 October, that will mark the half way point of the #IBelong Campaign. At 13h30, there will be a side event at @UNGeneva, to look at civil society perspectives on statelessness. @Refugees https://t.co/ThvRFxC9IK
";;neutral;medium;sharing;http://twitter.com/AmandaPerram/statuses/1145292492088078339
1573;1581;"It was an honour to deliver the National Statement of #SouthSudan at the 70th Session of the #ExCom2019 of @UNHCR_Arabic @RefugeesMedia @Refugees @UNHCRPartners @UNHCR_Education. Please click on the hyperlink to read the Statement. https://t.co/2HGCGROc9G
";;positive;medium;liking;http://twitter.com/JEMunn/statuses/1181209457600147456
1574;1582;"It’s difficult to imagine how any country can maximise its potential by ignoring significant populations of stateless people. My take on statelessness and how to solve it https://t.co/R5gRApf5pa #IBelong @Refugees https://t.co/SoGgG1rJtb
";;neutral;medium;liking;http://twitter.com/VauPiku/statuses/1181157207817228288
1575;1583;"It's been an honor to be part of the #IBelong campaign in Geneva. Proud to be part of @ENStatelessness stall. @Refugees @UN @BBCNews @NEUnion @UNGeneva @BritishRohingya @Ronan_Lee @Bradford_TandA https://t.co/evLPtCfKSp
";;positive;high;liking;http://twitter.com/geoffxgilbert/statuses/1100843706859556866
1576;1584;"It's not 2013 /2014 /2015 almost 2019 is going to over still refugees in Indonesia are living in uncertain situation. @UNHCRIndo please take an action we ar exhausted of uncertainty. @Refugees @UNHumanRights @hrw @hrw_id #HELPREFUGEESININDONESIA #RESETTLEMENT4SINGLEREFUGEES https://t.co/K1jGJOeIVR
";;neutral;high;helpless;http://twitter.com/TheLieLama6/statuses/1181077929532411904
1577;1585;"Joint statement by civil society actors “States Must Address #Statelessness:Now is the time to #Act” to emphasise the threat of growing #statelessness & the urge to address it. Read full statement https://t.co/NJ3CoUu1GE High Level Segment on #Statelessness #IBelong @Refugees
";;neutral;medium;sharing;http://twitter.com/samjtomlin/statuses/1100835686998048768
1578;1586;"KIT is a proud partner of @STRENGTHS_proj a project training Syrian #refugees to provide mental-health support to fellow refugees. Visit our #MHPSS session today, or learn more https://t.co/2ktz5tH5iB @VUamsterdam @Refugees @IFRC_PS_Centre @WarTraumaFound #mindthemindnow https://t.co/3ZdzTowXBa
";;positive;medium;liking;http://twitter.com/dina_blackshirt/statuses/1180703440181153793
1579;1587;Knowledge is power. Information is liberating. Education is the premise of progress, in every society, in every family and including @Refugees. @melissarfleming @RefugeesChief #EducationForAll https://t.co/ueiJI9FJAZ;;neutral;medium;liking;http://twitter.com/__kewe___/statuses/1145603589756375040
1580;1588;"Kyrgz rights lawyer to be honoured at Nansen Refugee Award ceremony: https://t.co/DPYg8B9nXx via @refugees
";;neutral;medium;sharing;http://twitter.com/AmbazoniaM/statuses/1172582484690853889
1581;1589;"Last chance to see the Social Impact is an Art #exhibition with @Refugees @_cittadellarte @AnoukFoundation @thierry_dana @CISA_UNIGE at the Centre des arts https://t.co/Cl2KRnmjji #photography #art #PeaceDay #WithRefugees #socialimpact https://t.co/oLfyByoxQ2
";;neutral;medium;sharing;http://twitter.com/ArslanM68142675/statuses/1181190508682629121
1582;1590;Learning about the history of resettlement & the #ATCR2019. One thing that has remained unchanged: needs exceed response, and international community can/must do more @Refugees #WithRefugees @MarkJHetfield https://t.co/bDeg1s9Jde;;negative;low;disliking;http://twitter.com/DickmaUg/statuses/1181409726569095171
1583;1591;Less than 5 per cent of global refugee resettlement needs met last year, via UN @Refugees https://t.co/2trHg4X2oU;;neutral;low;disliking;http://twitter.com/GeraSalavarria/statuses/1181393821554417665
1584;1592;"Listening to @MahaMamo about her journey as a #stateless from #lebanon to #brasil an Inspiring story of #resilience and #hope for solutions #ibelong @Refugees @RefugeesChief https://t.co/ND0LXry4U2
";;positive;medium;sharing;http://twitter.com/Melissas981/statuses/1181405537696698369
1585;1593;"Lithuanian Vice Minister of Interior Tautvydas Tamulevicius speaking at #UNHCR #ExCom: Lithuania supports UNHCR’s #IBelong campaign to reduce statelessness & cooperates in addressing @refugees & IDP situations worldwide @LithuaniaMFA @LinkeviciusL @IPranckeviciene @AudraPlepyte https://t.co/7B0IaOnCdv
";;positive;medium;liking;http://twitter.com/Silviaf_jaimes/statuses/1181402299677249537
1586;1594;"Live now: #CateBlanchett interviewing formerly stateless activist @MahaMamo at UN about what it's like not to have a country #Ibelong @Refugees https://t.co/bAHudim0F2
";;neutral;medium;sharing;http://twitter.com/Daniella0702/statuses/1181394071060992000
1587;1595;"Major life moment. I’ve just hosted a very important panel @UN discussing the #ibelong campaign to end #statelessness by 2024. Tonight from 4.30pm BST I’ll be taking over @refugees instagram bringing you updates from… https://t.co/E2t7A9tlJE
";;positive;medium;liking;http://twitter.com/Nico_B89/statuses/1181397654779113472
1588;1596;"Marit Sijbrandij from @STRENGTHS_proj explains the @EU_H2020 funded research on how Syrian refugees can effectively deliver psychological interventions to other refugees @Refugees #mindthemindnow https://t.co/i7cO834p1y
";;neutral;medium;sharing;http://twitter.com/marcescobarh/statuses/1181403874147651585
1589;1597;"Marwan fled Homs, Syria with his wife and four children to Jordan. ""We left because people were being slaughtered in front of us. There were missiles, rockets and bombs everywhere. ""I was shot I cannot use my arm now” Photography by Sebastian Rich for @Refugees #syria #refugees https://t.co/e47kjSQdbL
";;positive;medium;liking;http://twitter.com/mafersukis1/statuses/1181416926234529793
1590;1598;"Meet 8 refugees who are changing the planet via @Refugees and @Medium https://t.co/I4Czm0e43w #WithRefugees #ResilienceStories
";;neutral;medium;sharing;http://twitter.com/sonimar_14/statuses/1181405877401800705
1591;1599;"Met the man behind @Refugees at last @RefugeesChief https://t.co/tz7kVyIX0u
";;neutral;medium;liking;http://twitter.com/Karlavirginiamh/statuses/1181403923766226949
1592;1600;"Millions in eastern Ukraine endure invisible wounds of war: https://t.co/tKbibxE9yi via @refugees
";;neutral;medium;sharing;http://twitter.com/Charperjantuah/statuses/1181121940720889857
1593;1601;"Moderator 𝗖𝗵𝗿𝗶𝘀 𝗡𝗮𝘀𝗵 on behalf of @ENS: ""today is about celebrating the civil society's contributions in #solving #statelessness"" Civil Society Side #Event @UNGeneva High Level Segment on #statelessness @Refugees #IBelong https://t.co/Su1IrdBLtL
";;neutral;medium;sharing;http://twitter.com/bm_brett/statuses/1181124047419125760
1594;1602;Mohammed lost two jobs due to having no ID papers. Thanks to the @UNHCRIraq project with MoI on Civil Documentation, he now has his national ID and can work anywhere. @Refugees #KRG #IDP #Mosul #Erbil #identityiseverything https://t.co/Aj0KY2DXZo;;positive;medium;liking;http://twitter.com/HRnewsAgency/statuses/1181198211245056000
1595;1603;"MOS @MinistrySafron Shehryar Khan Afridi at #ExCom2019 of UN High Commissioner for Refugees (UNHCR) highlighted that Pakistan has been hosting Afghan refugees for last 40 years. 1/3 #IBelong @RefugeesChief @Refugees @pid_gov @RadioPakistan https://t.co/cBS0qwRMgC
";;positive;high;sharing;http://twitter.com/Eneh_Akpan/statuses/1181262027920158726
1596;1604;"MoS for Safron/NarcoticsControl @ShehryarAfridi1 to address at 70th session of Executive Committee of UNHCR @Refugees at Geneva. Highlighting generous role of Pak for hosting Afghan brethren for 40 years. #APPNews #IBelong https://t.co/WDWNVKW7wG
";;neutral;medium;sharing;http://twitter.com/AmbazoniaM/statuses/1181348765862510592
1597;1605;"Moving story from Maha Mamo at the high level segment to mark the mid-point of #IBELONG campaign to end statelessness at the UNHCR 70th plenary session of Executive Committee, interviewed by Cate Blanchette @Refugees @RefugeesChief @AminaJMohammed https://t.co/eBijBUR2HA
";;positive;medium;liking;http://twitter.com/mbahjustice/statuses/1181224686069395456
1598;1606;"Mr. Kamurari Jeremiah Birungi, Chairman LC5 Isingiro District, Our Guest of Honor blessing the function. @BangumyaElly @Dr_Angella_M @mmberhe @Spidercenter @UNHCRuganda @Refugees https://t.co/QW6afA4peV
";;neutral;medium;sharing;http://twitter.com/ENStatelessness/statuses/1181164078280138752
1599;1607;"My fear was not to die from the bombs before the checkpoints, my fear was to pass through the checkpoints and get to be asked the documents that I didn’t have. @refugees @refugeeschief @RefugeesMedia @Refugees @RefugeesIntl @mahamano #statelessness #ibelong
";;positive;medium;sharing;http://twitter.com/ECDHRbxl/statuses/1181188453427548160
1600;1608;"New @Refugees report showing how laws which discriminate against women and their rights drive #statelessness. 25 countries retain laws that deny women the right to pass their nationality to their children on an equal basis with men. https://t.co/tuuSdeOF9m #ibelong
";;neutral;medium;sharing;http://twitter.com/Abdulra88928841/statuses/1181192144377323520
1601;1609;"News from our wonderful #IgmaFemina pilot - https://t.co/yVdxhDDkd5 great to hear from those working directly with female refugees @RefugeesAtHome @RefugeesChief @refugeecouncil @Refused @RefugeesMedia @Refugees @RefugeeAssist @UN
";;positive;medium;sharing;http://twitter.com/sanjibghosh1/statuses/1100895053382406144
1602;1610;"No #justice No #hope No #Resettlement after 7 years live in indonesia as refugee.What are you doing #unhcrindo ? #RESETTLEMENT4SINGLEREFUGEES #HELPREFUGEESININDONESIA @racvictoria @UNHCRCanada @UNHCRIndo @UNHCRUSA @Refugees @jokowi https://t.co/HubvYYgkoT https://t.co/6IBf8WTh7M https://t.co/reMvhyreF7
";;neutral;high;helpless;http://twitter.com/Mag2012Ge/statuses/1145226761925533696
1603;1611;"No one should have to suffer the indignity and exclusion that comes with being stateless. My take on a problem affecting millions around the world https://t.co/R5gRApwGNK #IBelong @Refugees https://t.co/QQcJM9spVr
";;positive;medium;liking;http://twitter.com/Kebru13/statuses/1172587745556029441
1604;1612;"On 7 October @Refugees is convening a High Level Segment on Statelessness (HLS) attended by UN member and Observer States, including Central Asian countries, to mark the mid-point of #IBelong campaign to #EndStatelessness by 2024 https://t.co/nl3ZzT9yOv
";;neutral;low;liking;http://twitter.com/mehrnoo12119846/statuses/1100830802466820098
1605;1613;"On the sideline of the 70th Session of @Refugees #ExCom, tonight, Hon.Minister @Gkamayirese attended a special ceremony where UNHCR given 2019 Nansen award to Azizbek Ashurov, a Lawyer who spent over a decade helping the Kyrgyz Republic to resolve all known cases of statelessness https://t.co/2pCRAroibv
";;positive;high;sharing;http://twitter.com/susannapak/statuses/1181169745393045506
1606;1614;"One year ago: What IF passionate @IKEA and @IKEAFoundation people could meet with @Refugees and @TentOrg to design actions & create a better everyday for #refugees and their host communities? Why not! Today 50 #IKEA people from 24 countries meet to take actions #withrefugees https://t.co/z2xm8UMbvG
";;positive;medium;liking;http://twitter.com/okuSalar/statuses/1181239870406180867
1607;1615;"Only 3% per cent of refugees have access to higher #education, according to UNHCR's Refugee Student Voices report. UNHCR is calling for critical support to scale up existing programs and to help secure futures. Report availalble here: https://t.co/Pif1yNrufB @Refugees #Refugees https://t.co/qAIDZArMqK
";;neutral;medium;sharing;http://twitter.com/GiuliaRastajuly/statuses/1100849171534434304
1608;1616;"Opening statement at the 70th session of the Executive Committee of the High Commissioner's Programme: https://t.co/693qEdkc6g via @refugees
";;neutral;medium;sharing;http://twitter.com/srbaloch44/statuses/1100824382119821313
1609;1617;"Opening statement at the 70th session of the Executive Committee of the High Commissioner's Programme: https://t.co/kgnNMxTmix via @refugees
";;neutral;medium;sharing;http://twitter.com/MahalBaloch5/statuses/1100807684725592064
1610;1618;"Our Founder & ED will be attending the @Refugees Nansen Award Ceremony !!! Follow our Instagram page @lettersoflove18 to tune in to live updates :) #WithRefugees #LettersofLove https://t.co/47RYslHUSp
";;neutral;medium;sharing;http://twitter.com/hooshoosh/statuses/1172998882076307461
1611;1619;"Our own @RefugeesChief giving the #nansen #award to Azizbek Ashurov the winner of the 2019 #nansenaward for his #amazing work on #ending #statelessness in #kyrgyzstan #ibelong @Refugees https://t.co/PYqTwMtpfn
";;positive;medium;liking;http://twitter.com/hooshoosh/statuses/1172998385248477184
1612;1620;PINKSIXTY NEWS I 27 FEBRUARY 2019 @nswpolice damned in #HateCrimes report @UN @Refugees accused in #LGBTQ refugee abuse @UMChurch vote to keep #LGBT ban @MangoTVNetwork censors ‘gay’ from @TheAcademy Gay icons honour @FilmLinc 50th year https://t.co/l4KjtBmaPY;;negative;medium;disliking;http://twitter.com/hooshoosh/statuses/1172995850311798785
1613;1621;"Pleased to attend the 70th UNHCR #ExCom2019 meeting and my 1st as part of the @Refugees team! As global forced displacement reaches a record high, we need better and more innovative ways, working with new partners, to better protect and assist those forced to flee their homes. https://t.co/dOccWBQ0m7
";;positive;medium;liking;http://twitter.com/Hopefocus/statuses/1181143958266826752
1614;1622;pregnant women in Egypt after giving birth to be executed, the baby will see the death of their mothers. Where human rights Where does anyone sound? #HumanButcherSisi @TheSun @ABC @WSJ @nytimes @UNICEF @cnnbrk @UNHumanRights @eucopresident @AP @Refugees @Daily_Express https://t.co/EB7YCD6ugI;;negative;medium;disliking;http://twitter.com/X_malab/statuses/1145278862751870976
1615;1623;"Proud to be a Nigerian along side @AminaJMohammed as she addresses the opening of ExCom @Refugees
";;positive;medium;liking;http://twitter.com/humanri24367712/statuses/1181241935178194950
1616;1624;"QT @_AfricanUnion: The Bahamas has an estimated population of 389,482. The population of the Bahamas is 85% African. Afro Bahamian come from African ancestry because of slavery. Today our people in the Bahamas face mother nature. The hurricane Dorian destroys the Bahamas.We are one African family. ; [Watch] Signing of the MoU between the @_AfricanUnion, the Government of #Rwanda and the United Nations High Commissioner for @Refugees (UNHCR) to establish an Emergency Transit Mechanism #ETM in Rwanda for refugees and asylum-seekers stranded in #Libya @ https://t.co/8d5qeUhIID";;positive;low;action-based;http://twitter.com/humanri24367712/statuses/1181240840427118592
